uniprot_name	uniprot_accessions	knownness	gene_name	protein_name	taxon_id	species	cluster_id	panther_group
MYO1_YEAST	P08964;D3DKX0	9.3	MYO1	Myosin-1 (Type II myosin)	559292	Saccharomyces cerevisiae	UKP00152	PTHR13140
SYFM_YEAST	P08425;D6W455;Q12410	4.2	MSF1	Phenylalanine--tRNA ligase, mitochondrial (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase) (PheRS)	559292	Saccharomyces cerevisiae	UKP02419	PTHR11538
PDK2_YEAST	P53170;D6VU82	3.9	PKP2	[Pyruvate dehydrogenase (acetyl-transferring)] kinase 2, mitochondrial (PDK 2) (Pyruvate dehydrogenase kinase 2) (EC 2.7.11.2) (Protein kinase of PDH protein 2) (Pyruvate dehydrogenase complex kinase 2) (PDC kinase 2) ([Pyruvate dehydrogenase [lipoamide]] kinase 2)	559292	Saccharomyces cerevisiae	UKP01819	PTHR11947
EBP2_YEAST	P36049;D6VX28	3.9	EBP2	rRNA-processing protein EBP2 (EBNA1-binding protein homolog)	559292	Saccharomyces cerevisiae	UKP00411	PTHR13028
MSS4_YEAST	P38994;D6VSI9	5.8	MSS4	Phosphatidylinositol 4-phosphate 5-kinase MSS4 (EC 2.7.1.68) (1-phosphatidylinositol 4-phosphate kinase) (Diphosphoinositide kinase) (PIP5K)	559292	Saccharomyces cerevisiae	UKP01333	PTHR23086
SC160_YEAST	P06105;D6VWA3	9.0	SCP160	Protein SCP160 (Protein HX)	559292	Saccharomyces cerevisiae	UKP04918	PTHR10627
PRTD_YEAST	P25375;D6VQW0;E9P942	5.3	PRD1	Saccharolysin (EC 3.4.24.37) (Oligopeptidase YSCD) (Protease D) (Proteinase yscD)	559292	Saccharomyces cerevisiae	UKP00867	PTHR11804
PRP22_YEAST	P24384;D3DLR0	6.3	PRP22	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22 (EC 3.6.4.13)	559292	Saccharomyces cerevisiae	UKP01336	PTHR18934
MRE11_YEAST	P32829;D6W049;P87289;Q07173	30.1	MRE11	Double-strand break repair protein MRE11	559292	Saccharomyces cerevisiae	UKP00169	PTHR10139
SEN34_YEAST	P39707;D6VPM0	4.2	SEN34	tRNA-splicing endonuclease subunit SEN34 (EC 4.6.1.16) (Splicing endonuclease of 34 kDa) (tRNA-intron endonuclease SEN34)	559292	Saccharomyces cerevisiae	UKP07615	PTHR13070
PFA3_YEAST	P42836;D6W0M1	4.8	PFA3	Palmitoyltransferase PFA3 (EC 2.3.1.225) (Protein fatty acyltransferase 3)	559292	Saccharomyces cerevisiae	UKP00103	PTHR22883
IML1_YEAST	P47170;D6VWV7	9.8	IML1	Vacuolar membrane-associated protein IML1 (Increased minichromosome loss protein 1) (SEH-associated protein 1)	559292	Saccharomyces cerevisiae	UKP06999	PTHR13179
YLH47_YEAST	Q06493;D6W4C3;P89103	2.9	YLH47	LETM1 domain-containing protein YLH47, mitochondrial (LETM1 homolog)	559292	Saccharomyces cerevisiae	UKP01998	PTHR14009
NNK1_YEAST	P36003;D6VX29	3.3	NNK1	Nitrogen network kinase 1 (EC 2.7.11.1)	559292	Saccharomyces cerevisiae	UKP01512	PTHR24349
SEN2_YEAST	P16658;D6VYA5	4.2	SEN2	tRNA-splicing endonuclease subunit SEN2 (EC 4.6.1.16) (Splicing endonuclease protein 2) (tRNA-intron endonuclease SEN2)	559292	Saccharomyces cerevisiae	UKP00968	PTHR21227
ALY1_YEAST	P36117;D6VX86	5.5	ALY1	Arrestin-related trafficking adapter 6 (Arrestin-like protein 1)	559292	Saccharomyces cerevisiae	UKP08046	PTHR11188
SUCA_YEAST	P53598;D6W2J8	6.0	LSC1	Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	559292	Saccharomyces cerevisiae	UKP00273	PTHR11117
H1_YEAST	P53551;D6W3P0;Q6Q5R6	10.8	HHO1	Histone H1	559292	Saccharomyces cerevisiae	UKP01748	PTHR11467
EMC5_YEAST	P40540;D6VVQ3	3.7	EMC5	ER membrane protein complex subunit 5 (Killer toxin-resistance protein 27)	559292	Saccharomyces cerevisiae	UKP14190	PTHR28144
YDC1_YEAST	Q02896;D6W3T0	3.9	YDC1	Alkaline ceramidase YDC1 (EC 3.5.1.-) (Acyl-CoA-independent ceramide synthase)	559292	Saccharomyces cerevisiae	UKP06263	PTHR46187
ARG56_YEAST	Q01217;D3DLX4	5.7	ARG5,6	Protein ARG5,6, mitochondrial [Cleaved into: N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase); Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (AGK)]	559292	Saccharomyces cerevisiae	UKP02629	PTHR23342
SAM3_YEAST	Q08986;D6W396;Q7LGU1	9.0	SAM3	S-adenosylmethionine permease SAM3 (S-adenosylmethionine metabolism protein 3)	559292	Saccharomyces cerevisiae	UKP11495	PTHR43341
SEC9_YEAST	P40357;D6VUE6	9.4	SEC9	Protein transport protein SEC9	559292	Saccharomyces cerevisiae	UKP05027	PTHR19305
ERFB_YEAST	Q06551;D6VYP4;Q6B217	4.8	ERF2	Palmitoyltransferase ERF2 (EC 2.3.1.225) (DHHC cysteine-rich domain-containing protein ERF2) (Ras protein acyltransferase)	559292	Saccharomyces cerevisiae	UKP00103	PTHR22883
RSB1_YEAST	Q08417;D6W2B5	3.2	RSB1	Sphingoid long-chain base transporter RSB1	559292	Saccharomyces cerevisiae	UKP14088	PTHR31465
GRH1_YEAST	Q04410;D6VTD8	5.9	GRH1	GRASP65 homolog protein 1	559292	Saccharomyces cerevisiae	UKP08121	PTHR12893
MPC1_YEAST	P53157;D6VU64	4.2	MPC1	Mitochondrial pyruvate carrier 1 (MPC1) (Protein FMP37)	559292	Saccharomyces cerevisiae	UKP00419	PTHR14154
FLC1_YEAST	Q08967;D6W3E9	5.0	FLC1	Flavin carrier protein 1 (Bypass of PAM1 protein 1) (FAD transporter 1) (Heme utilization factor 1) (TRP-like ion channel protein FLC1)	559292	Saccharomyces cerevisiae	UKP14081	PTHR31145
ODPB_YEAST	P32473;D6VQL7	3.2	PDB1	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial (EC 1.2.4.1) (Pyruvate dehydrogenase complex component E1 beta) (PDHE1-B)	559292	Saccharomyces cerevisiae	UKP02157	PTHR11624
CAF17_YEAST	P47158;D6VWU1	2.1	IBA57	Putative transferase CAF17, mitochondrial (EC 2.1.-.-) (57 kDa iron-sulfur cluster assembly factor for biotin synthase- and aconitase-like mitochondrial proteins) (CCR4-associated factor 17)	559292	Saccharomyces cerevisiae	UKP05333	PTHR22602
YEH2_YEAST	Q07950;D6VY22	4.2	YEH2	Sterol esterase 2 (EC 3.1.1.13) (Steryl ester hydrolase 2)	559292	Saccharomyces cerevisiae	UKP00725	PTHR11005
FHL1_YEAST	P39521;D6W4A2	7.1	FHL1	Pre-rRNA-processing protein FHL1	559292	Saccharomyces cerevisiae	UKP06010	PTHR21712
RSR1_YEAST	P13856;D6VUT2	8.7	RSR1	Ras-related protein RSR1 (EC 3.6.5.2)	559292	Saccharomyces cerevisiae	UKP06202	PTHR24070
HXT2_YEAST	P23585;D6VZI5	5.2	HXT2	High-affinity glucose transporter HXT2	559292	Saccharomyces cerevisiae	UKP02544	PTHR48022
AIM14_YEAST	P53109;D6VTZ1	3.4	AIM14	Probable metalloreductase AIM14 (EC 1.16.1.-) (Altered inheritance of mitochondria protein 14)	559292	Saccharomyces cerevisiae	UKP02635	PTHR11972
YSC84_YEAST	P32793;D3DKW1	6.8	YSC84	Protein YSC84 (LAS seventeen-binding protein 4) (LAS17-binding protein 4)	559292	Saccharomyces cerevisiae	UKP05514	PTHR15629
ERG24_YEAST	P32462;D6W0R4	3.9	ERG24	Delta(14)-sterol reductase ERG24 (EC 1.3.1.70) (C-14 sterol reductase ERG24) (Ergosterol biosynthetic protein 24) (Sterol C14-reductase ERG24)	559292	Saccharomyces cerevisiae	UKP01767	PTHR21257
PDR1_YEAST	P12383;D6VUC4	4.6	PDR1	Transcription factor PDR1 (Pleiotropic drug resistance protein 1)	559292	Saccharomyces cerevisiae	UKP12221	PTHR46910
KCC1_YEAST	P27466;D6VTP5	3.1	CMK1	Calcium/calmodulin-dependent protein kinase I (EC 2.7.11.17)	559292	Saccharomyces cerevisiae	UKP06631	PTHR24347
GIT1_YEAST	P25346;D6VR99	7.7	GIT1	Glycerophosphoinositol transporter 1	559292	Saccharomyces cerevisiae	UKP11548	PTHR23508
NMA2_YEAST	P53204;D6VUE7	4.1	NMA2	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 2 (NMN/NaMN adenylyltransferase 2) (EC 2.7.7.1) (EC 2.7.7.18) (NAD(+) diphosphorylase 2) (NAD(+) pyrophosphorylase 2) (Nicotinamide-nucleotide adenylyltransferase 2) (NMN adenylyltransferase 2) (NMNAT 2) (Nicotinate-nucleotide adenylyltransferase 2) (NaMN adenylyltransferase 2) (NaMNAT 2)	559292	Saccharomyces cerevisiae	UKP01192	PTHR12039
ROD1_YEAST	Q02805;D6W284;Q12475	7.6	ROD1	Protein ROD1 (Resistance to o-dinitrobenzene protein 1)	559292	Saccharomyces cerevisiae	UKP08046	PTHR11188
CWH43_YEAST	P25618;D6VR25;Q8NIM1	4.2	CWH43	Protein CWH43 (Calcofluor white hypersensitive protein)	559292	Saccharomyces cerevisiae	UKP04395	PTHR14859
ASI3_YEAST	P53983;D6W1G9	7.3	ASI3	Probable ERAD-associated E3 ubiquitin-protein ligase ASI1 (EC 2.3.2.27) (Amino acid sensor-independent protein 3)	559292	Saccharomyces cerevisiae	UKP12205	PTHR22696
MSG5_YEAST	P38590;D6W1C6	10.0	MSG5	Tyrosine-protein phosphatase MSG5 (EC 3.1.3.48)	559292	Saccharomyces cerevisiae	UKP02511	PTHR10159
YM13B_YEAST	Q04214;D6VZM0	0.6	TY1B-MR1	Transposon Ty1-MR1 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	559292	Saccharomyces cerevisiae	UKP03440	PTHR11439
MSC2_YEAST	Q03455;D6VSI6	5.3	MSC2	Probable zinc transporter MSC2 (Meiotic sister chromatid recombination protein 2)	559292	Saccharomyces cerevisiae	UKP00775	PTHR45755
KC11_YEAST	P23291;D3DL84;E9P958	6.0	YCK1	Casein kinase I homolog 1 (EC 2.7.11.1)	559292	Saccharomyces cerevisiae	UKP01753	PTHR11909
UGPA1_YEAST	P32861;D6VXQ0	9.5	UGP1	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase) (UDPGP) (UGPase)	559292	Saccharomyces cerevisiae	UKP02249	PTHR43511
PHO84_YEAST	P25297;D6W0G2	8.6	PHO84	Inorganic phosphate transporter PHO84	559292	Saccharomyces cerevisiae	UKP00832	PTHR24064
LAM6_YEAST	Q08001;D6VY73	3.1	LAM6	Membrane-anchored lipid-binding protein LAM6 (Lipid transfer at contact site protein 1) (Lipid transfer protein anchored at membrane contact sites 1)	559292	Saccharomyces cerevisiae	UKP07612	PTHR23319
EFTU_YEAST	P02992;D6W2P3	5.0	TUF1	Elongation factor Tu, mitochondrial (tufM)	559292	Saccharomyces cerevisiae	UKP02027	PTHR43721
TRS23_YEAST	Q03784;D6VSM6	7.1	TRS23	Trafficking protein particle complex subunit 23 (TRAPP subunit 23) (Transport protein particle 23 kDa subunit)	559292	Saccharomyces cerevisiae	UKP02302	PTHR23249
COA6_YEAST	Q3E846;D6W072	5.2	COA6	Cytochrome c oxidase assembly factor 6	559292	Saccharomyces cerevisiae	UKP12348	PTHR47677
SAM37_YEAST	P50110;D6VZN4	3.7	SAM37	Sorting assembly machinery 37 kDa subunit (MAS37 protein) (Mitochondrial 37 kDa outer membrane protein)	559292	Saccharomyces cerevisiae	UKP05496	PTHR12289
RGP1_YEAST	P16664;D6VSC0;Q03915	4.3	RGP1	Guanine nucleotide exchange factor subunit RGP1 (Reduced growth phenotype protein 1) (Rgp1p)	559292	Saccharomyces cerevisiae	UKP05493	PTHR12507
ERP1_YEAST	Q05359;D6VPL7;E9P8S8	5.6	ERP1	Protein ERP1	559292	Saccharomyces cerevisiae	UKP00700	PTHR22811
RMT2_YEAST	Q03305;D6VT90	2.1	RMT2	Protein arginine N-methyltransferase 2 (EC 2.1.1.-) (Protein-arginine N5-methyltransferase) (Type IV protein arginine N-methyltransferase) (Type IV PRMT)	559292	Saccharomyces cerevisiae	UKP02408	PTHR32379
ALG6_YEAST	Q12001;D6W268;E9P8Y7	4.2	ALG6	Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase (EC 2.4.1.267) (Asparagine-linked glycosylation protein 6) (Dol-P-Glc:Man(9)GlcNAc(2)-PP-Dol alpha-1,3-glucosyltransferase) (Dolichyl-P-Glc:Man9GlcNAc2-PP-dolichyl glucosyltransferase)	559292	Saccharomyces cerevisiae	UKP00630	PTHR12413
TMN1_YEAST	P32802;D6VY83;Q12101	5.8	EMP70	Transmembrane 9 superfamily member 1 (70 kDa endomembrane protein) (Endomembrane protein EMP70) [Cleaved into: Protein p24a (Acidic 24 kDa late endocytic intermediate component)]	559292	Saccharomyces cerevisiae	UKP00422	PTHR10766
AQY1_YEAST	P0CD91;D6W4J2;O74680;P53386	5.8	AQY1	Aquaporin-1	559292	Saccharomyces cerevisiae	UKP06579	PTHR19139
SHR3_YEAST	Q02774;D6VRE2;Q12413	3.4	SHR3	Secretory component protein SHR3	559292	Saccharomyces cerevisiae	UKP14070	PTHR28228
RAP1_YEAST	P11938;D6W0X4	25.4	RAP1	DNA-binding protein RAP1 (Repressor/activator site-binding protein) (SBF-E) (TUF)	559292	Saccharomyces cerevisiae	UKP12197	PTHR16466
PTR2_YEAST	P32901;D6VXF3	6.3	PTR2	Peptide transporter PTR2 (Peptide permease PTR2)	559292	Saccharomyces cerevisiae	UKP00559	PTHR11654
ATN2_YEAST	Q01896;D6VS27	7.8	ENA2	Sodium/potassium exporting P-type ATPase 2 (EC 7.2.2.3)	559292	Saccharomyces cerevisiae	UKP00355	PTHR42861
NOP4_YEAST	P37838;D6W3X0	3.7	NOP4	Nucleolar protein 4 (Nucleolar protein NOP77)	559292	Saccharomyces cerevisiae	UKP05225	PTHR48039
IDI1_YEAST	P15496;D6W3Q1	3.4	IDI1	Isopentenyl-diphosphate delta-isomerase (EC 5.3.3.2) (Isopentenyl pyrophosphate isomerase) (IPP isomerase)	559292	Saccharomyces cerevisiae	UKP02573	PTHR10885
SLA2_YEAST	P33338;D6W0V0;Q02434	7.2	SLA2	Protein SLA2 (Transmembrane protein MOP2)	559292	Saccharomyces cerevisiae	UKP06179	PTHR10407
VIP1_YEAST	Q06685;D6VZ44	10.4	VIP1	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase (EC 2.7.4.24) (InsP6 and PP-IP5 kinase)	559292	Saccharomyces cerevisiae	UKP00144	PTHR12750
RAEP_YEAST	P32864;D6W363;Q06761	4.5	MRS6	Rab proteins geranylgeranyltransferase component A (Rab escort protein) (REP)	559292	Saccharomyces cerevisiae	UKP00257	PTHR11787
AGM1_YEAST	P38628;D3DLJ2	3.1	PCM1	Phosphoacetylglucosamine mutase (PAGM) (EC 5.4.2.3) (Acetylglucosamine phosphomutase) (N-acetylglucosamine-phosphate mutase) (PGM-complementing protein 1)	559292	Saccharomyces cerevisiae	UKP00269	PTHR45955
MIG1_YEAST	P27705;D6VUA4	11.7	MIG1	Regulatory protein MIG1 (Regulatory protein CAT4)	559292	Saccharomyces cerevisiae	UKP12408	PTHR47428
ARA1_YEAST	P38115;D6VQE4	3.7	ARA1	D-arabinose dehydrogenase [NAD(P)+] heavy chain (EC 1.1.1.117) (AKR3C)	559292	Saccharomyces cerevisiae	UKP02360	PTHR11732
F26_YEAST	P32604;D6VW32	3.1	FBP26	Fructose-2,6-bisphosphatase (FBPase 2) (EC 3.1.3.46)	559292	Saccharomyces cerevisiae	UKP02015	PTHR10606
OPI1_YEAST	P21957;D3DKP9	8.4	OPI1	Transcriptional repressor OPI1 (Negative regulator of phospholipid biosynthesis) (Overproducer of inositol protein 1)	559292	Saccharomyces cerevisiae	UKP12339	PTHR38406
GPB1_YEAST	Q08886;D6W364	9.6	GPB1	Guanine nucleotide-binding protein subunit beta 1 (Gbeta mimic kelch protein 1)	559292	Saccharomyces cerevisiae	UKP04595	PTHR23244
BOR1_YEAST	P53838;D6W0R9	6.0	BOR1	Boron transporter 1	559292	Saccharomyces cerevisiae	UKP00556	PTHR11453
RRP3_YEAST	P38712;D3DL14;Q6TQT5;Q6TQT6	3.5	RRP3	ATP-dependent rRNA helicase RRP3 (EC 3.6.4.13) (Ribosomal RNA-processing protein 3)	559292	Saccharomyces cerevisiae	UKP01534	PTHR47959
MIL1_YEAST	P43564;D6VTJ7	1.6	MIL1	Probable lipase MIL1 (EC 3.1.1.-) (Medium adaptin-interacting ligand 1)	559292	Saccharomyces cerevisiae	UKP01890	PTHR17920
RTN1_YEAST	Q04947;D6VSL4	7.2	RTN1	Reticulon-like protein 1	559292	Saccharomyces cerevisiae	UKP02754	PTHR10994
MET5_YEAST	P47169;D6VWV6	5.1	MET5	Sulfite reductase [NADPH] subunit beta (EC 1.8.1.2) (Extracellular mutant protein 17)	559292	Saccharomyces cerevisiae	UKP00279	PTHR11493
MIC10_YEAST	Q96VH5;D6VQV9	1.6	MIC10	MICOS complex subunit MIC10 (Mitochondrial contact site complex 10 kDa subunit) (Mitochondrial inner membrane organization component of 10 kDa) (Mitochondrial organizing structure protein 1) (MitOS1)	559292	Saccharomyces cerevisiae	UKP00491	PTHR21304
SBA1_YEAST	P28707;D6VXH2	6.8	SBA1	Co-chaperone protein SBA1	559292	Saccharomyces cerevisiae	UKP00243	PTHR22932
YN8S_YEAST	P53740;D6W1M3	1.4	YNR048W	Phospholipid-transporting ATPase accessory subunit CRF1 (CDC50/ROS3 family protein 1) (CRF1)	559292	Saccharomyces cerevisiae	UKP00567	PTHR10926
SGT1_YEAST	Q08446;D6W2C0;E9P8U7	4.0	SGT1	Protein SGT1 (Suppressor of G2 allele of SKP1)	559292	Saccharomyces cerevisiae	UKP05973	PTHR45862
YB11B_YEAST	Q12490;D6VPZ6	0.6	TY1B-BL	Transposon Ty1-BL Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	559292	Saccharomyces cerevisiae	UKP03440	PTHR11439
ENT1_YEAST	Q12518;D6VRI8	6.8	ENT1	Epsin-1	559292	Saccharomyces cerevisiae	UKP00376	PTHR12276
SIP3_YEAST	P38717;D6W0T6	2.4	SIP3	Membrane-anchored lipid-binding protein SIP3 (Lipid transfer protein anchored at membrane contact sites 3) (SNF1-interacting protein 3)	559292	Saccharomyces cerevisiae	UKP07558	PTHR14248
SA190_YEAST	P36123;D6VX93	3.5	SAP190	SIT4-associating protein SAP190	559292	Saccharomyces cerevisiae	UKP04220	PTHR12634
CHS2_YEAST	P14180;D6VQ38	3.4	CHS2	Chitin synthase 2 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase 2)	559292	Saccharomyces cerevisiae	UKP10061	PTHR22914
SEC39_YEAST	Q12745;D6VZ75;Q7LHI0	4.0	SEC39	Protein transport protein SEC39 (Dependent on SLY1-20 protein 3)	559292	Saccharomyces cerevisiae	UKP14181	PTHR40787
SYP1_YEAST	P25623;D6VR40;P25622;Q96VH0	7.7	SYP1	Suppressor of yeast profilin deletion	559292	Saccharomyces cerevisiae	UKP06255	PTHR23065
SLT2_YEAST	Q00772;D3DKX7	15.1	SLT2	Mitogen-activated protein kinase SLT2/MPK1 (MAP kinase MPK1) (EC 2.7.11.24)	559292	Saccharomyces cerevisiae	UKP00069	PTHR24055
RSC7_YEAST	P32832;D6VZR4	4.3	NPL6	Chromatin structure-remodeling complex subunit RSC7 (Nuclear protein localization protein 6) (Remodel the structure of chromatin complex subunit 7)	559292	Saccharomyces cerevisiae	UKP00647	PTHR22597
LRP1_YEAST	P38801;D3DL32	14.0	LRP1	Exosome complex protein LRP1 (Like an rRNA processing protein 1) (Yeast C1D domain-containing protein) (rRNA processing protein 47)	559292	Saccharomyces cerevisiae	UKP01000	PTHR15341
FLC2_YEAST	P39719;D6VPG5;Q05165	7.4	FLC2	Flavin carrier protein 2 (FAD transporter 2) (TRP-like ion channel FLC2)	559292	Saccharomyces cerevisiae	UKP14081	PTHR31145
PGA1_YEAST	P53896;D6W125	4.6	PGA1	GPI mannosyltransferase 2 subunit PGA1 (Processing of GAS1 and ALP protein 1)	559292	Saccharomyces cerevisiae	UKP15164	PTHR28022
YEL1_YEAST	P34225;D6VPT9	3.2	YEL1	Guanine-nucleotide exchange factor YEL1 (EFA6-like protein 1)	559292	Saccharomyces cerevisiae	UKP00244	PTHR10663
RHO5_YEAST	P53879;D6W106	6.9	RHO5	GTP-binding protein RHO5	559292	Saccharomyces cerevisiae	UKP02086	PTHR24072
UBC6_YEAST	P33296;D3DM07	7.1	UBC6	Ubiquitin-conjugating enzyme E2 6 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 6) (Ubiquitin carrier protein UBC6) (Ubiquitin-protein ligase UBC6)	559292	Saccharomyces cerevisiae	UKP01654	PTHR24067
PDK1_YEAST	P40530;D6VVP0	4.2	PKP1	[Pyruvate dehydrogenase (acetyl-transferring)] kinase 1, mitochondrial (PDK 1) (Pyruvate dehydrogenase kinase 1) (EC 2.7.11.2) (Protein kinase of PDH protein 1) (Pyruvate dehydrogenase complex kinase 1) (PDC kinase 1) ([Pyruvate dehydrogenase [lipoamide]] kinase 1)	559292	Saccharomyces cerevisiae	UKP01819	PTHR11947
MRH4_YEAST	P53166;D6VU77	4.2	MRH4	ATP-dependent RNA helicase MRH4, mitochondrial (EC 3.6.4.13) (Mitochondrial RNA helicase 4)	559292	Saccharomyces cerevisiae	UKP01655	PTHR47960
RXT2_YEAST	P38255;D6VQ96	6.8	RXT2	Transcriptional regulatory protein RXT2	559292	Saccharomyces cerevisiae	UKP14112	PTHR28232
SQS1_YEAST	P53866;D6W0W6	4.0	SQS1	Protein SQS1 (Squelch of splicing suppression protein 1)	559292	Saccharomyces cerevisiae	UKP08845	PTHR14195
URK1_YEAST	P27515;D6W1I7	2.6	URK1	Uridine kinase (EC 2.7.1.48) (Uridine monophosphokinase)	559292	Saccharomyces cerevisiae	UKP00212	PTHR10285
SMY1_YEAST	P32364;D6VXK8	4.1	SMY1	Kinesin-related protein SMY1 (Suppressor protein SMY1)	559292	Saccharomyces cerevisiae	UKP01258	PTHR24115
ECM32_YEAST	P32644;D3DM85	3.6	ECM32	Putative ATP-dependent RNA helicase ECM32 (EC 3.6.4.13) (DNA helicase B) (Hcs B) (DNA helicase III) (Extracellular mutant protein 32) (Helicase 1) (scHelI) (Modulator of translation termination protein 1)	559292	Saccharomyces cerevisiae	UKP00118	PTHR10887
BIT61_YEAST	P47041;D6VWC4	4.7	BIT61	Target of rapamycin complex 2 subunit BIT61 (TORC2 subunit BIT61) (61 kDa binding partner of TOR2 protein)	559292	Saccharomyces cerevisiae	UKP07517	PTHR32428
FAR11_YEAST	P53917;D6W156	4.1	FAR11	Factor arrest protein 11	559292	Saccharomyces cerevisiae	UKP07210	PTHR13239
GPR1_YEAST	Q12361;D6VRV9	11.4	GPR1	G protein-coupled receptor GPR1	559292	Saccharomyces cerevisiae	UKP00140	PTHR23112
FRDS_YEAST	P32614;D3DLK3	1.6	FRD1	Fumarate reductase 1 (FRDS1) (EC 1.3.1.6) (FAD-dependent oxidoreductase) (NADH-dependent fumarate reductase) (Soluble fumarate reductase, cytoplasmic isozyme)	559292	Saccharomyces cerevisiae	UKP12233	PTHR43400
ERV1_YEAST	P27882;D6VUG4	5.0	ERV1	Mitochondrial FAD-linked sulfhydryl oxidase ERV1 (EC 1.8.3.2) (14 kDa regulatory protein) (Essential for respiration and vegetative growth protein 1)	559292	Saccharomyces cerevisiae	UKP00654	PTHR12645
EF1B_YEAST	P32471;D6VPL3	5.8	EFB1	Elongation factor 1-beta (EF-1-beta) (Eukaryotic elongation factor 1Balpha) (eEF1Balpha) (Translation elongation factor 1B alpha)	559292	Saccharomyces cerevisiae	UKP01533	PTHR11595
MAK5_YEAST	P38112;D6VQD8	2.9	MAK5	ATP-dependent RNA helicase MAK5 (EC 3.6.4.13) (Maintenance of killer protein 5)	559292	Saccharomyces cerevisiae	UKP00153	PTHR24031
FBRL_YEAST	P15646;D6VRX5;P89890	14.4	NOP1	rRNA 2'-O-methyltransferase fibrillarin (EC 2.1.1.-) (Histone-glutamine methyltransferase) (U3 small nucleolar RNA-associated protein NOP1) (Nucleolar protein 1) (U3 snoRNA-associated protein NOP1)	559292	Saccharomyces cerevisiae	UKP02055	PTHR10335
BNI1_YEAST	P41832;D6W0S3;O13450	18.5	BNI1	Protein BNI1 (Pointed projection formation protein 3) (Sensitive to high expression protein 5) (Synthetic lethal 39)	559292	Saccharomyces cerevisiae	UKP14022	PTHR47102
NEW1_YEAST	Q08972;D6W3E4;Q05402;Q7LHP2	4.7	NEW1	[NU+] prion formation protein 1	559292	Saccharomyces cerevisiae	UKP05351	PTHR19211
RLM1_YEAST	Q12224;D6W3S8	11.1	RLM1	Transcription factor RLM1	559292	Saccharomyces cerevisiae	UKP01604	PTHR11945
DBR1_YEAST	P24309;D6VX48	10.6	DBR1	Lariat debranching enzyme (EC 3.1.4.-)	559292	Saccharomyces cerevisiae	UKP01165	PTHR12849
RIM15_YEAST	P43565;D6VTJ8	13.5	RIM15	Serine/threonine-protein kinase RIM15 (EC 2.7.11.1)	559292	Saccharomyces cerevisiae	UKP01573	PTHR24356
CORO_YEAST	Q06440;D6VZ64	10.6	CRN1	Coronin-like protein	559292	Saccharomyces cerevisiae	UKP06131	PTHR10856
KAD2_YEAST	P07170;D6VSK8;Q6Q539	5.3	ADK1	Adenylate kinase (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate kinase cytosolic and mitochondrial) (Adenylate monophosphate kinase)	559292	Saccharomyces cerevisiae	UKP00079	PTHR23359
NDK_YEAST	P36010;D6VXM0	2.9	YNK1	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6)	559292	Saccharomyces cerevisiae	UKP00234	PTHR11349
3HAO_YEAST	P47096;D6VWJ8	3.1	BNA1	3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6) (3-hydroxyanthranilate oxygenase) (3-HAO) (3-hydroxyanthranilic acid dioxygenase) (HAD) (Biosynthesis of nicotinic acid protein 1)	559292	Saccharomyces cerevisiae	UKP06344	PTHR15497
DBP6_YEAST	P53734;D6W1L4	2.7	DBP6	ATP-dependent RNA helicase DBP6 (EC 3.6.4.13) (DEAD box protein 6)	559292	Saccharomyces cerevisiae	UKP00153	PTHR24031
